environment,method,steps,n_seeds,mean_eprewmean,std_eprewmean,sem_eprewmean,ci95_halfwidth
CoinRun,Exact RAT,3030000,5,8.72,1.3217413,0.59110067,1.1585573
CoinRun,Exact RAT,3070000,5,9.22,0.78230429,0.34985711,0.68571994
CoinRun,Exact RAT,3110000,5,9.02,1.1410521,0.51029403,1.0001763
CoinRun,Exact RAT,3150000,5,9.34,0.77006493,0.34438351,0.67499167
CoinRun,Exact RAT,3190000,5,9.32,0.87578536,0.39166312,0.76765972
CoinRun,Exact RAT,3240000,5,9.14,1.236123,0.552811,1.0835096
CoinRun,Exact RAT,3280000,5,9.3,1.2961481,0.57965507,1.1361239
CoinRun,Exact RAT,3320000,5,9.16,1.3722245,0.61367744,1.2028078
CoinRun,Exact RAT,3360000,5,9.32,0.94180677,0.42118879,0.82553004
CoinRun,Exact RAT,3400000,5,9.12,1.2498,0.55892754,1.095498
CoinRun,Exact RAT,3440000,5,9.34,1.0945319,0.48948953,0.95939948
CoinRun,Exact RAT,3480000,5,9.2,1.0099505,0.45166359,0.88526064
CoinRun,Exact RAT,3520000,5,9.18,1.020784,0.45650849,0.89475664
CoinRun,Exact RAT,3560000,5,9.36,0.7436397,0.33256578,0.65182893
CoinRun,Exact RAT,3600000,5,9.28,0.9093954,0.40669399,0.79712022
CoinRun,Exact RAT,3650000,5,9.56,0.58991525,0.26381812,0.51708351
CoinRun,Exact RAT,3690000,5,9.46,0.6465292,0.28913665,0.56670783
CoinRun,Exact RAT,3730000,5,9.08,1.6724234,0.74793048,1.4659437
CoinRun,Exact RAT,3770000,5,8.98,1.8566098,0.83030115,1.6273903
CoinRun,Exact RAT,3810000,5,9.04,1.9806565,0.8857765,1.7361219
CoinRun,Exact RAT,3850000,5,8.74,2.5432263,1.1373654,2.2292361
CoinRun,Exact RAT,3890000,5,9.2,1.4628739,0.65421709,1.2822655
CoinRun,Exact RAT,3930000,5,9.38,1.1189281,0.50039984,0.98078369
CoinRun,Exact RAT,3970000,5,9.54,0.76681158,0.34292856,0.67213999
CoinRun,Exact RAT,4010000,5,9.68,0.60991803,0.27276363,0.53461672
CoinRun,Exact RAT,4060000,5,9.66,0.45055521,0.20149442,0.39492906
CoinRun,Exact RAT,4100000,5,9.62,0.73959448,0.33075671,0.64828315
CoinRun,Exact RAT,4140000,5,9.74,0.25099801,0.11224972,0.22000945
CoinRun,Exact RAT,4180000,5,9.72,0.46583259,0.20832667,0.40832027
CoinRun,Exact RAT,4220000,5,9.62,0.26832816,0.12,0.2352
CoinRun,Exact RAT,4260000,5,9.62,0.24899799,0.11135529,0.21825636
CoinRun,Exact RAT,4300000,5,9.8,0.15811388,0.070710678,0.13859293
CoinRun,Exact RAT,4340000,5,9.8,0.23452079,0.10488088,0.20556653
CoinRun,Exact RAT,4380000,5,9.74,0.15165751,0.0678233,0.13293367
CoinRun,Exact RAT,4420000,5,9.8,0.18708287,0.083666003,0.16398537
CoinRun,Exact RAT,4460000,5,9.84,0.15165751,0.0678233,0.13293367
CoinRun,Exact RAT,4510000,5,9.16,1.4432602,0.64544558,1.2650733
CoinRun,Exact RAT,4550000,5,8.82,2.3123581,1.034118,2.0268712
CoinRun,Exact RAT,4590000,5,8.6,2.6897955,1.2029131,2.3577097
CoinRun,Exact RAT,4630000,5,8.64,2.6670208,1.192728,2.3377468
CoinRun,Exact RAT,4670000,5,8.64,2.8762823,1.2863126,2.5211726
CoinRun,Exact RAT,4710000,5,8.62,2.6451843,1.1829624,2.3186063
CoinRun,Exact RAT,4750000,5,8.34,3.1004838,1.3865785,2.7176939
CoinRun,Exact RAT,4790000,5,8.4,3.1890437,1.4261837,2.7953201
CoinRun,Exact RAT,4830000,5,8.54,2.8797569,1.2878665,2.5242182
CoinRun,Exact RAT,4870000,5,8.52,3.0301815,1.3551384,2.6560712
CoinRun,Exact RAT,4920000,5,8.64,2.8745434,1.2855349,2.5196484
CoinRun,Exact RAT,4960000,5,8.62,2.8092704,1.2563439,2.462434
CoinRun,Exact RAT,5000000,5,8.58,3.0638211,1.3701825,2.6855576
CoinRun,Exact RAT,5040000,5,8.44,2.9534725,1.3208331,2.5888328
CoinRun,Exact RAT,5080000,5,8.58,2.630019,1.1761803,2.3053133
CoinRun,Exact RAT,5120000,5,8.98,1.8005555,0.80523289,1.5782565
CoinRun,Exact RAT,5160000,5,8.88,1.9575495,0.87544275,1.7158678
CoinRun,Exact RAT,5200000,5,9.06,1.6102795,0.72013888,1.4114722
CoinRun,Exact RAT,5240000,5,9.04,1.9243181,0.8605812,1.6867391
CoinRun,Exact RAT,5280000,5,8.86,2.270022,1.0151847,1.989762
CoinRun,Exact RAT,5320000,5,8.9,2.182888,0.97621719,1.9133857
CoinRun,Exact RAT,5370000,5,9.16,1.7672012,0.79031639,1.5490201
CoinRun,Exact RAT,5410000,5,9.16,1.6577093,0.74135012,1.4530462
CoinRun,Exact RAT,5450000,5,8.9,1.8920888,0.84616783,1.658489
CoinRun,Exact RAT,5490000,5,9,1.4611639,0.65345237,1.2807666
CoinRun,Exact RAT,5530000,5,9.04,1.5076472,0.67424031,1.321511
CoinRun,Exact RAT,5570000,5,9.2,1.0074721,0.45055521,0.88308822
CoinRun,Exact RAT,5610000,5,9.04,1.3446189,0.60133186,1.1786104
CoinRun,Exact RAT,5650000,5,8.84,2.1524405,0.96260064,1.8866973
CoinRun,Exact RAT,5690000,5,8.44,2.4582514,1.0993635,2.1547524
CoinRun,Exact RAT,5730000,5,8.88,1.9715476,0.8817029,1.7281377
CoinRun,Exact RAT,5780000,5,9.2,1.1224972,0.50199602,0.98391219
CoinRun,Exact RAT,5820000,5,9.2,1.0511898,0.47010637,0.92140849
CoinRun,Exact RAT,5860000,5,9.5,0.78740079,0.35213634,0.69018722
CoinRun,Exact RAT,5900000,5,9.4,0.69641941,0.31144823,0.61043853
CoinRun,Exact RAT,5940000,5,9.74,0.37815341,0.16911535,0.33146608
CoinRun,Exact RAT,5980000,5,9.56,0.61073726,0.27313001,0.53533481
Jumper,PPO,41000,5,5.14,0.40987803,0.18330303,0.35927393
Jumper,PPO,81900,5,6.12,0.27748874,0.12409674,0.2432296
Jumper,PPO,123000,5,6.48,0.74632433,0.33376639,0.65418212
Jumper,PPO,164000,5,6.28,0.77265775,0.34554305,0.67726438
Jumper,PPO,205000,5,7.08,1.1344602,0.50734604,0.99439823
Jumper,PPO,246000,5,7.76,1.0358571,0.46324939,0.90796881
Jumper,PPO,287000,5,7.94,1.6056151,0.71805292,1.4073837
Jumper,PPO,328000,5,8,1.43527,0.64187226,1.2580696
Jumper,PPO,369000,5,8.22,1.2988456,0.58086143,1.1384884
Jumper,PPO,410000,5,8.3,1.5033296,0.67230945,1.3177265
Jumper,PPO,451000,5,8.52,1.0963576,0.49030603,0.96099981
Jumper,PPO,492000,5,8.44,1.1760102,0.52592775,1.0308184
Jumper,PPO,532000,5,8.52,1.0825895,0.48414874,0.94893153
Jumper,PPO,573000,5,8.18,1.6483325,0.7371567,1.4448271
Jumper,PPO,614000,5,9,0.85732141,0.38340579,0.75147535
Jumper,PPO,655000,5,8.82,0.58051701,0.2596151,0.5088456
Jumper,PPO,696000,5,8.66,0.90719347,0.40570926,0.79519014
Jumper,PPO,737000,5,8.68,0.53103672,0.23748684,0.46547421
Jumper,PPO,778000,5,8.96,0.23021729,0.1029563,0.20179435
Jumper,PPO,819000,5,8.9,0.12247449,0.054772256,0.10735362
Jumper,PPO,860000,5,9,0.15811388,0.070710678,0.13859293
Jumper,PPO,901000,5,8.98,0.37013511,0.16552945,0.32443773
Jumper,PPO,942000,5,8.92,0.16431677,0.073484692,0.14403
Jumper,PPO,983000,5,8.82,0.22803509,0.10198039,0.19988156
Jumper,PPO,1020000,5,9.2,0.36055513,0.16124515,0.3160405
Jumper,PPO,1060000,5,9.02,0.21679483,0.096953597,0.19002905
Jumper,PPO,1110000,5,8.9,0.46904158,0.20976177,0.41113307
Jumper,PPO,1150000,5,8.94,0.30495901,0.13638182,0.26730836
Jumper,PPO,1190000,5,8.94,0.29664794,0.13266499,0.26002338
Jumper,PPO,1230000,5,9,0.39370039,0.17606817,0.34509361
Jumper,PPO,1270000,5,8.94,0.34351128,0.15362291,0.30110091
Jumper,PPO,1310000,5,9.1,0.33166248,0.14832397,0.29071498
Jumper,PPO,1350000,5,8.96,0.15165751,0.0678233,0.13293367
Jumper,PPO,1390000,5,9,0.24494897,0.10954451,0.21470724
Jumper,PPO,1430000,5,9.14,0.19493589,0.087177979,0.17086884
Jumper,PPO,1470000,5,9.02,0.083666003,0.037416574,0.073336485
Jumper,PPO,1520000,5,9.14,0.43931765,0.19646883,0.3850789
Jumper,PPO,1560000,5,9.2,0.29154759,0.13038405,0.25555273
Jumper,PPO,1600000,5,9.16,0.16733201,0.074833148,0.14667297
Jumper,PPO,1640000,5,9.16,0.11401754,0.050990195,0.099940782
Jumper,PPO,1680000,5,9.24,0.054772256,0.024494897,0.048009999
Jumper,PPO,1720000,5,9.06,0.15165751,0.0678233,0.13293367
Jumper,PPO,1760000,5,9.08,0.37013511,0.16552945,0.32443773
Jumper,PPO,1800000,5,9.02,0.23874673,0.10677078,0.20927073
Jumper,PPO,1840000,5,9.3,0.41231056,0.18439089,0.36140614
Jumper,PPO,1880000,5,9.08,0.25884358,0.11575837,0.2268864
Jumper,PPO,1930000,5,8.98,0.25884358,0.11575837,0.2268864
Jumper,PPO,1970000,5,9.4,0.18708287,0.083666003,0.16398537
Jumper,PPO,2010000,5,9.32,0.31144823,0.13928388,0.27299641
Jumper,PPO,2050000,5,9.06,0.19493589,0.087177979,0.17086884
Jumper,PPO,2090000,5,8.84,0.36469165,0.16309506,0.31966633
Jumper,PPO,2130000,5,9.22,0.30331502,0.1356466,0.26586734
Jumper,PPO,2170000,5,8.98,0.17888544,0.08,0.1568
Jumper,PPO,2210000,5,9.06,0.30495901,0.13638182,0.26730836
Jumper,PPO,2250000,5,8.98,0.25884358,0.11575837,0.2268864
Jumper,PPO,2290000,5,8.98,0.31144823,0.13928388,0.27299641
Jumper,PPO,2330000,5,8.96,0.23021729,0.1029563,0.20179435
Jumper,PPO,2380000,5,8.94,0.19493589,0.087177979,0.17086884
Jumper,PPO,2420000,5,8.8,0.28284271,0.12649111,0.24792257
Jumper,PPO,2460000,5,9.1,0.29154759,0.13038405,0.25555273
Jumper,PPO,2500000,5,8.76,0.48270074,0.21587033,0.42310585
Jumper,PPO,2540000,5,9,0.47958315,0.21447611,0.42037317
Jumper,PPO,2580000,5,9.06,0.18165902,0.081240384,0.15923115
Jumper,PPO,2620000,5,8.96,0.36469165,0.16309506,0.31966633
Jumper,PPO,2660000,5,9,0.52440442,0.23452079,0.45966074
Jumper,PPO,2700000,5,9.2,0.25495098,0.11401754,0.22347438
Jumper,PPO,2740000,5,9,0.29154759,0.13038405,0.25555273
Jumper,PPO,2790000,5,9.12,0.33466401,0.1496663,0.29334594
Jumper,PPO,2830000,5,9.04,0.18165902,0.081240384,0.15923115
Jumper,PPO,2870000,5,8.88,0.29495762,0.13190906,0.25854176
Jumper,PPO,2910000,5,9,0.23452079,0.10488088,0.20556653
Jumper,PPO,2950000,5,9.2,0.3082207,0.13784049,0.27016736
Jumper,PPO,2990000,5,8.96,0.25099801,0.11224972,0.22000945
Jumper,PPO,3030000,5,8.82,0.16431677,0.073484692,0.14403
Jumper,PPO,3070000,5,9.24,0.28809721,0.12884099,0.25252834
Jumper,PPO,3110000,5,8.76,0.35071356,0.15684387,0.30741399
Jumper,PPO,3150000,5,8.82,0.34205263,0.15297059,0.29982235
Jumper,PPO,3190000,5,9.1,0.38078866,0.17029386,0.33377597
Jumper,PPO,3240000,5,9.24,0.23021729,0.1029563,0.20179435
Jumper,PPO,3280000,5,9.22,0.04472136,0.02,0.0392
Jumper,PPO,3320000,5,8.94,0.20736441,0.092736185,0.18176292
Jumper,PPO,3360000,5,9.06,0.21908902,0.09797959,0.19204
Jumper,PPO,3400000,5,9.14,0.37148351,0.16613248,0.32561966
Jumper,PPO,3440000,5,8.96,0.27018512,0.12083046,0.2368277
Jumper,PPO,3480000,5,9.04,0.20736441,0.092736185,0.18176292
Jumper,PPO,3520000,5,8.84,0.28809721,0.12884099,0.25252834
Jumper,PPO,3560000,5,9.18,0.32710854,0.14628739,0.28672328
Jumper,PPO,3600000,5,8.96,0.25099801,0.11224972,0.22000945
Jumper,PPO,3650000,5,8.84,0.18165902,0.081240384,0.15923115
Jumper,PPO,3690000,5,8.92,0.44384682,0.19849433,0.38904889
Jumper,PPO,3730000,5,8.72,0.38987177,0.17435596,0.34173768
Jumper,PPO,3770000,5,8.98,0.29495762,0.13190906,0.25854176
Jumper,PPO,3810000,5,9.18,0.22803509,0.10198039,0.19988156
Jumper,PPO,3850000,5,8.9,0.43011626,0.19235384,0.37701353
Jumper,PPO,3890000,5,9.04,0.20736441,0.092736185,0.18176292
Jumper,PPO,3930000,5,9.04,0.23021729,0.1029563,0.20179435
Jumper,PPO,3970000,5,9.02,0.13038405,0.058309519,0.11428666
Jumper,PPO,4010000,5,9.08,0.31144823,0.13928388,0.27299641
Jumper,PPO,4060000,5,8.96,0.36469165,0.16309506,0.31966633
Jumper,PPO,4100000,5,8.88,0.25884358,0.11575837,0.2268864
Jumper,PPO,4140000,5,9.08,0.50199602,0.22449944,0.44001891
Jumper,PPO,4180000,5,8.9,0.24494897,0.10954451,0.21470724
Jumper,PPO,4220000,5,8.94,0.32863353,0.14696938,0.28805999
Jumper,PPO,4260000,5,8.7,0.2,0.089442719,0.17530773
Jumper,PPO,4300000,5,9.12,0.34205263,0.15297059,0.29982235
Jumper,PPO,4340000,5,8.94,0.4929503,0.22045408,0.43208999
Jumper,PPO,4380000,5,9,0.36742346,0.16431677,0.32206086
Jumper,PPO,4420000,5,9.04,0.089442719,0.04,0.0784
Jumper,PPO,4460000,5,8.86,0.20736441,0.092736185,0.18176292
Jumper,PPO,4510000,5,8.94,0.29664794,0.13266499,0.26002338
Jumper,PPO,4550000,5,9,0.2236068,0.1,0.196
Jumper,PPO,4590000,5,9.02,0.25884358,0.11575837,0.2268864
Jumper,PPO,4630000,5,8.8,0.3082207,0.13784049,0.27016736
Jumper,PPO,4670000,5,9.12,0.35637059,0.15937377,0.3123726
Jumper,PPO,4710000,5,8.94,0.11401754,0.050990195,0.099940782
Jumper,PPO,4750000,5,8.94,0.29664794,0.13266499,0.26002338
Jumper,PPO,4790000,5,9.06,0.33615473,0.15033296,0.29465261
Jumper,PPO,4830000,5,8.86,0.507937,0.22715633,0.44522641
Jumper,PPO,4870000,5,8.94,0.39749214,0.17776389,0.34841722
Jumper,PPO,4920000,5,9.02,0.34928498,0.15620499,0.30616179
Jumper,PPO,4960000,5,8.76,0.34351128,0.15362291,0.30110091
Jumper,PPO,5000000,5,9,0.29154759,0.13038405,0.25555273
Jumper,PPO,5040000,5,9.24,0.11401754,0.050990195,0.099940782
Jumper,PPO,5080000,5,8.84,0.38470768,0.17204651,0.33721115
Jumper,PPO,5120000,5,9.24,0.27018512,0.12083046,0.2368277
Jumper,PPO,5160000,5,8.96,0.21908902,0.09797959,0.19204
Jumper,PPO,5200000,5,8.88,0.37013511,0.16552945,0.32443773
Jumper,PPO,5240000,5,9.06,0.19493589,0.087177979,0.17086884
Jumper,PPO,5280000,5,8.6,0.3082207,0.13784049,0.27016736
Jumper,PPO,5320000,5,8.84,0.11401754,0.050990195,0.099940782
Jumper,PPO,5370000,5,9.02,0.17888544,0.08,0.1568
Jumper,PPO,5410000,5,9.02,0.21679483,0.096953597,0.19002905
Jumper,PPO,5450000,5,9.08,0.30331502,0.1356466,0.26586734
Jumper,PPO,5490000,5,9.08,0.37013511,0.16552945,0.32443773
Jumper,PPO,5530000,5,8.98,0.19235384,0.086023253,0.16860558
Jumper,PPO,5570000,5,8.78,0.30331502,0.1356466,0.26586734
Jumper,PPO,5610000,5,8.74,0.15165751,0.0678233,0.13293367
Jumper,PPO,5650000,5,8.9,0.29154759,0.13038405,0.25555273
Jumper,PPO,5690000,5,8.96,0.20736441,0.092736185,0.18176292
Jumper,PPO,5730000,5,8.44,0.37148351,0.16613248,0.32561966
Jumper,PPO,5780000,5,8.78,0.27748874,0.12409674,0.2432296
Jumper,PPO,5820000,5,9.08,0.37013511,0.16552945,0.32443773
Jumper,PPO,5860000,5,8.66,0.59413803,0.26570661,0.52078495
Jumper,PPO,5900000,5,8.84,0.23021729,0.1029563,0.20179435
Jumper,PPO,5940000,5,9,0.26457513,0.1183216,0.23191033
Jumper,PPO,5980000,5,8.9,0.25495098,0.11401754,0.22347438
Jumper,Exact RAT,41000,5,4.92,0.71902712,0.3215587,0.63025506
Jumper,Exact RAT,81900,5,5.72,0.69785385,0.31208973,0.61169587
Jumper,Exact RAT,123000,5,6.44,0.57271284,0.25612497,0.50200494
Jumper,Exact RAT,164000,5,5.74,1.3258959,0.59295868,1.162199
Jumper,Exact RAT,205000,5,6.12,1.7598295,0.78701969,1.5425586
Jumper,Exact RAT,246000,5,6.14,1.8716303,0.83701852,1.6405563
Jumper,Exact RAT,287000,5,6.32,1.9253571,0.86104588,1.6876499
Jumper,Exact RAT,328000,5,6.92,1.9613771,0.87715449,1.7192228
Jumper,Exact RAT,369000,5,6.92,1.5594871,0.69742383,1.3669507
Jumper,Exact RAT,410000,5,7.08,1.564289,0.6995713,1.3711597
Jumper,Exact RAT,451000,5,6.8,1.356466,0.60663004,1.1889949
Jumper,Exact RAT,492000,5,6.3,1.5858752,0.70922493,1.3900809
Jumper,Exact RAT,532000,5,5.96,2.2722236,1.0161693,1.9916918
Jumper,Exact RAT,573000,5,5.88,1.9318385,0.86394444,1.6933311
Jumper,Exact RAT,614000,5,5.78,1.9253571,0.86104588,1.6876499
Jumper,Exact RAT,655000,5,5.86,2.0791825,0.9298387,1.8224838
Jumper,Exact RAT,696000,5,5.64,2.270022,1.0151847,1.989762
Jumper,Exact RAT,737000,5,5.44,2.1801376,0.97498718,1.9109749
Jumper,Exact RAT,778000,5,5.52,2.2884493,1.0234256,2.0059142
Jumper,Exact RAT,819000,5,5.3,2.2561028,1.0089599,1.9775613
Jumper,Exact RAT,860000,5,5.54,2.1054691,0.94159439,1.845525
Jumper,Exact RAT,901000,5,5.9,1.9962465,0.89274856,1.7497872
Jumper,Exact RAT,942000,5,6.16,1.5646086,0.69971423,1.3714399
Jumper,Exact RAT,983000,5,5.04,0.89050547,0.39824616,0.78056246
Jumper,Exact RAT,1020000,5,5.62,1.1256109,0.50338852,0.9866415
Jumper,Exact RAT,1060000,5,5.5,1.7734148,0.7930952,1.5544666
Jumper,Exact RAT,1110000,5,5.9,1.1895377,0.53197744,1.0426758
Jumper,Exact RAT,1150000,5,6,1.029563,0.46043458,0.90245177
Jumper,Exact RAT,1190000,5,6.26,1.1104053,0.49658836,0.97331319
Jumper,Exact RAT,1230000,5,6.76,0.69137544,0.3091925,0.60601729
Jumper,Exact RAT,1270000,5,6.8,1.2,0.53665631,1.0518464
Jumper,Exact RAT,1310000,5,6.88,0.58051701,0.2596151,0.5088456
Jumper,Exact RAT,1350000,5,6.76,0.77974355,0.34871192,0.68347535
Jumper,Exact RAT,1390000,5,6.96,1.0212737,0.45672749,0.89518588
Jumper,Exact RAT,1430000,5,7.02,0.64575537,0.28879058,0.56602954
Jumper,Exact RAT,1470000,5,6.6,0.64420494,0.28809721,0.56467052
Jumper,Exact RAT,1520000,5,6.96,0.96591925,0.43197222,0.84666555
Jumper,Exact RAT,1560000,5,7.06,1.1886968,0.53160135,1.0419387
Jumper,Exact RAT,1600000,5,7.12,1.2173742,0.5444263,1.0670756
Jumper,Exact RAT,1640000,5,7.18,1.2930584,0.57827329,1.1334157
Jumper,Exact RAT,1680000,5,6.94,0.79874902,0.35721142,0.70013439
Jumper,Exact RAT,1720000,5,6.52,1.044988,0.46733286,0.9159724
Jumper,Exact RAT,1760000,5,6.4,1.566844,0.70071392,1.3733993
Jumper,Exact RAT,1800000,5,6.98,0.7293833,0.32619013,0.63933265
Jumper,Exact RAT,1840000,5,6.64,0.83246622,0.37229021,0.72968881
Jumper,Exact RAT,1880000,5,6.48,1.1454257,0.51224994,1.0040099
Jumper,Exact RAT,1930000,5,6.72,1.0825895,0.48414874,0.94893153
Jumper,Exact RAT,1970000,5,7.18,0.50695167,0.22671568,0.44436273
Jumper,Exact RAT,2010000,5,6.86,0.7436397,0.33256578,0.65182893
Jumper,Exact RAT,2050000,5,7.2,0.4472136,0.2,0.392
Jumper,Exact RAT,2090000,5,7.32,0.74296702,0.33226495,0.65123931
Jumper,Exact RAT,2130000,5,6.74,0.81117199,0.36276714,0.7110236
Jumper,Exact RAT,2170000,5,7.12,0.77588659,0.34698703,0.68009458
Jumper,Exact RAT,2210000,5,7,0.68190908,0.30495901,0.59771967
Jumper,Exact RAT,2250000,5,7.16,0.37815341,0.16911535,0.33146608
Jumper,Exact RAT,2290000,5,7.04,0.86197448,0.38548671,0.75555394
Jumper,Exact RAT,2330000,5,6.5,1.0630146,0.47539457,0.93177336
Jumper,Exact RAT,2380000,5,6.86,0.97877474,0.43772137,0.85793389
Jumper,Exact RAT,2420000,5,6.92,1.4411801,0.64451532,1.26325
Jumper,Exact RAT,2460000,5,7.1,1.3038405,0.58309519,1.1428666
Jumper,Exact RAT,2500000,5,6.46,1.4380542,0.64311741,1.2605101
Jumper,Exact RAT,2540000,5,6.6,1.7044061,0.76223356,1.4939778
Jumper,Exact RAT,2580000,5,6.56,1.2895736,0.57671483,1.1303611
Jumper,Exact RAT,2620000,5,6.46,1.0644247,0.47602521,0.93300941
Jumper,Exact RAT,2660000,5,6.4,1.6926311,0.75696763,1.4836566
Jumper,Exact RAT,2700000,5,6.74,1.6334014,0.73047929,1.4317394
Jumper,Exact RAT,2740000,5,6.7,1.8384776,0.82219219,1.6114967
Jumper,Exact RAT,2790000,5,6.46,1.6009372,0.71596089,1.4032833
Jumper,Exact RAT,2830000,5,7.2,1.3266499,0.59329588,1.1628599
Jumper,Exact RAT,2870000,5,7.1,1.4456832,0.6465292,1.2671972
Jumper,Exact RAT,2910000,5,6.94,1.3446189,0.60133186,1.1786104
Jumper,Exact RAT,2950000,5,6.68,1.0059821,0.44988888,0.8817822
Jumper,Exact RAT,2990000,5,6.56,1.3277801,0.59380131,1.1638506
Jumper,Exact RAT,3030000,5,6.72,0.91214034,0.40792156,0.79952626
Jumper,Exact RAT,3070000,5,7.2,1.4089003,0.63007936,1.2349555
Jumper,Exact RAT,3110000,5,6.88,1.8780309,0.83988094,1.6461667
Jumper,Exact RAT,3150000,5,7.38,0.94445752,0.42237424,0.82785351
Jumper,Exact RAT,3190000,5,7.16,0.68774995,0.30757113,0.60283941
Jumper,Exact RAT,3240000,5,7.14,0.76354437,0.34146742,0.66927615
Jumper,Exact RAT,3280000,5,7.28,1.0425929,0.46626173,0.91387299
Jumper,Exact RAT,3320000,5,6.72,1.6634302,0.7439086,1.4580608
Jumper,Exact RAT,3360000,5,7.06,1.2502,0.55910643,1.0958486
Jumper,Exact RAT,3400000,5,6.88,0.95760117,0.42825226,0.83937443
Jumper,Exact RAT,3440000,5,7.2,0.50497525,0.2258318,0.44263032
Jumper,Exact RAT,3480000,5,7.78,0.78866977,0.35270384,0.69129953
Jumper,Exact RAT,3520000,5,7.3,0.43011626,0.19235384,0.37701353
Jumper,Exact RAT,3560000,5,7.56,0.95026312,0.42497059,0.83294235
Jumper,Exact RAT,3600000,5,7.54,1.2461942,0.55731499,1.0923374
Jumper,Exact RAT,3650000,5,7.18,1.3479614,0.60282667,1.1815403
Jumper,Exact RAT,3690000,5,7.46,1.1148991,0.49859803,0.97725215
Jumper,Exact RAT,3730000,5,7.62,0.78230429,0.34985711,0.68571994
Jumper,Exact RAT,3770000,5,7.14,1.472413,0.65848311,1.2906269
Jumper,Exact RAT,3810000,5,7.56,1.1371016,0.50852729,0.99671348
Jumper,Exact RAT,3850000,5,7.62,1.0034939,0.44877611,0.87960118
Jumper,Exact RAT,3890000,5,7.86,0.89330846,0.39949969,0.78301939
Jumper,Exact RAT,3930000,5,7.94,0.94762862,0.4237924,0.83063311
Jumper,Exact RAT,3970000,5,7.48,1.0059821,0.44988888,0.8817822
Jumper,Exact RAT,4010000,5,7.6,1.0124228,0.45276926,0.88742774
Jumper,Exact RAT,4060000,5,7.48,1.1840608,0.52952809,1.0378751
Jumper,Exact RAT,4100000,5,7.82,0.28635642,0.12806248,0.25100247
Jumper,Exact RAT,4140000,5,7,0.58309519,0.2607681,0.51110547
Jumper,Exact RAT,4180000,5,7.54,0.55946403,0.25019992,0.49039184
Jumper,Exact RAT,4220000,5,7.74,0.84734881,0.37894591,0.74273398
Jumper,Exact RAT,4260000,5,8,0.78421936,0.35071356,0.68739857
Jumper,Exact RAT,4300000,5,7.9,1.2103718,0.54129474,1.0609377
Jumper,Exact RAT,4340000,5,7.84,1.2561847,0.56178288,1.1010944
Jumper,Exact RAT,4380000,5,8,1.2884099,0.57619441,1.129341
Jumper,Exact RAT,4420000,5,7.82,1.2070626,0.53981478,1.058037
Jumper,Exact RAT,4460000,5,7.7,1.2942179,0.57879185,1.134432
Jumper,Exact RAT,4510000,5,8,1.1067972,0.49497475,0.9701505
Jumper,Exact RAT,4550000,5,7.82,1.1691878,0.52287666,1.0248383
Jumper,Exact RAT,4590000,5,8.04,0.79561297,0.35580894,0.69738552
Jumper,Exact RAT,4630000,5,7.9,0.93541435,0.41833001,0.81992683
Jumper,Exact RAT,4670000,5,7.86,1.2660964,0.56621551,1.1097824
Jumper,Exact RAT,4710000,5,7.84,1.1991664,0.53628351,1.0511157
Jumper,Exact RAT,4750000,5,7.72,1.1454257,0.51224994,1.0040099
Jumper,Exact RAT,4790000,5,7.94,1.1480418,0.51341991,1.006303
Jumper,Exact RAT,4830000,5,7.92,1.1798305,0.52763624,1.034167
Jumper,Exact RAT,4870000,5,8.14,1.1126545,0.49759421,0.97528466
Jumper,Exact RAT,4920000,5,8.06,1.2601587,0.56356011,1.1045778
Jumper,Exact RAT,4960000,5,7.78,0.9679876,0.43289722,0.84847854
Jumper,Exact RAT,5000000,5,8.04,1.2177849,0.54460995,1.0674355
Jumper,Exact RAT,5040000,5,7.78,1.1366618,0.5083306,0.99632798
Jumper,Exact RAT,5080000,5,7.8,1.2708265,0.56833089,1.1139285
Jumper,Exact RAT,5120000,5,7.66,1.0691118,0.47812132,0.93711779
Jumper,Exact RAT,5160000,5,7.92,0.92574294,0.41400483,0.81144947
Jumper,Exact RAT,5200000,5,8.08,0.74632433,0.33376639,0.65418212
Jumper,Exact RAT,5240000,5,7.84,1.4467204,0.64699304,1.2681064
Jumper,Exact RAT,5280000,5,7.86,1.2441865,0.55641711,1.0905775
Jumper,Exact RAT,5320000,5,8.02,0.97826377,0.43749286,0.857486
Jumper,Exact RAT,5370000,5,7.72,1.1903781,0.53235327,1.0434124
Jumper,Exact RAT,5410000,5,7.8,1.3019217,0.58223707,1.1411846
Jumper,Exact RAT,5450000,5,7.86,1.6040574,0.71735626,1.4060183
Jumper,Exact RAT,5490000,5,7.9,1.4265343,0.63796552,1.2504124
Jumper,Exact RAT,5530000,5,7.84,1.1260551,0.50358713,0.98703078
Jumper,Exact RAT,5570000,5,7.98,0.91487704,0.40914545,0.80192508
Jumper,Exact RAT,5610000,5,8.04,0.94233752,0.42142615,0.82599525
Jumper,Exact RAT,5650000,5,7.96,1.1567195,0.51730069,1.0139093
Jumper,Exact RAT,5690000,5,7.7,1.0793517,0.48270074,0.94609344
Jumper,Exact RAT,5730000,5,8.16,1.0261579,0.45891176,0.89946704
Jumper,Exact RAT,5780000,5,8.28,0.89833179,0.40174619,0.78742253
Jumper,Exact RAT,5820000,5,8.24,1.0139033,0.45343136,0.88872547
